bar,beer,price
Brooklyn Brewery,Cream Stout,6.25
Brooklyn Brewery,El Jefe Weizen Ale,5.66
Brooklyn Brewery,Trombipulator,6.24
Brooklyn Brewery,Steelie Brown Ale,9.05
The Right Brain Brewery,Silk Lady,8.51
The Right Brain Brewery,Black Mulligan Dublin Stout,5.13
The Right Brain Brewery,Thunder Head IPA,7.18
The Right Brain Brewery,Best Bitter,6.07
The Right Brain Brewery,Mudshark Porter,6.01
The Right Brain Brewery,Avatar Jasmine IPA,7.48
The Right Brain Brewery,Danger Ale,9.42
The Right Brain Brewery,Baron Schwarzbier,9.34
The Right Brain Brewery,Black Hook Porter,5.8
The Right Brain Brewery,Hart Espresso Stout,7.01
Kona Brewing Company,Roza Reserve,7.81
Kona Brewing Company,Blind Pig Dunkelweizen,7.14
Kona Brewing Company,Old Bawdy 2006,8.81
Kona Brewing Company,Coal Creek Porter,8.15
Kona Brewing Company,Double Black Stout,8.59
Kona Brewing Company,Kirkland Ale,8.47
Kona Brewing Company,IPA,5.96
Kona Brewing Company,Grand Cru,9.21
Kona Brewing Company,Blind Pig Dunkelweizen,8.24
Kona Brewing Company,Baron Pilsner,4.84
MillKing It Productions,Dutch Girl Lager,5.42
MillKing It Productions,Fauntleroy Stout,8.29
MillKing It Productions,India Pale Ale,5.1
MillKing It Productions,Organic India Pale Ale,6.8
MillKing It Productions,Troll Porter,9.06
MillKing It Productions,ESB,5.89
MillKing It Productions,Redhook Long Hammer IPA,4.51
MillKing It Productions,Red Card Lager,7.22
MillKing It Productions,No Doubt Stout,8.58
MillKing It Productions,Islander Pale Ale,5.49
Pateros Creek Brewing Company,Nebraska Bitter,5.19
Pateros Creek Brewing Company,Trumpeter,6.55
Pateros Creek Brewing Company,Tilted Kilt Ale,6.33
Pateros Creek Brewing Company,Curve Ball,8.91
Pateros Creek Brewing Company,Cyclops Barleywine,6.81
Pateros Creek Brewing Company,Steamer Glide Stout,6.47
Pateros Creek Brewing Company,Cream Stout,8.75
Pateros Creek Brewing Company,Skibbereen Stout,8.95
Pateros Creek Brewing Company,Blonde Ale,7.49
Pateros Creek Brewing Company,Elysian Fields Pale Ale,4.87
O'Fallon Brewery,Double Black Stout,6.5
O'Fallon Brewery,IPA,7.21
O'Fallon Brewery,Tacoma Brew,8.91
O'Fallon Brewery,Skagit Brown Ale,5.74
O'Fallon Brewery,Afterburner IPA,6.89
O'Fallon Brewery,First Flight Amber Ale,6.11
O'Fallon Brewery,Oak Stout,5.9
O'Fallon Brewery,Steamer Glide Stout,8.38
O'Fallon Brewery,Alembic Pale,4.61
O'Fallon Brewery,Blacktop Porter,8.13
Marble Brewery,Snow Melt Nitrogen Pale,8.19
Marble Brewery,Hefe Weizen,8.05
Marble Brewery,Steelie Brown Ale,6.93
Marble Brewery,Lighthouse Ale,5.06
Marble Brewery,Old Seattle Lager,6.23
Marble Brewery,El Jefe Weizen Ale,6.33
Marble Brewery,The Immortal IPA,7.1
Marble Brewery,I.M. Pale,6.38
Marble Brewery,Peacemaker Porter,5.63
Marble Brewery,El Jefe Weizen Ale,8.89
Big Wood Brewery,5 |000 Year Ale,7.91
Big Wood Brewery,Frosty Frog,5.32
Big Wood Brewery,Amber Weizen,9.07
Big Wood Brewery,DPA,9.08
Big Wood Brewery,Golden,8.27
Big Wood Brewery,Blacktop Porter,7.9
Big Wood Brewery,Detonator Doppelbock,6.3
Big Wood Brewery,Amber Weizen,6.33
Big Wood Brewery,Baron Oktoberfest,5.5
Big Wood Brewery,Saison,5.2
Howard Brewing Company,Skagit Brown Ale,7.25
Howard Brewing Company,Firehouse Red,6.71
Howard Brewing Company,Red Card Lager,4.52
Howard Brewing Company,Mudshark Porter,7.93
Howard Brewing Company,Dutch Girl Lager,6.97
Howard Brewing Company,Traditional ESB,4.91
Howard Brewing Company,Saison,5.86
Howard Brewing Company,El Jefe Weizen Ale,6.4
Howard Brewing Company,Roza Reserve,8.02
Howard Brewing Company,Cyclops Barleywine,4.56
Downeast Cider House,No Doubt Stout,4.84
Downeast Cider House,Barleywine,5.21
Downeast Cider House,Whistling Pig Hefeweizen,6.69
Downeast Cider House,Perseus Porter,8.08
Downeast Cider House,Extra Special Bitter,6.96
Downeast Cider House,Homeport Blonde,8.8
Downeast Cider House,Bock,7.42
Downeast Cider House,Industrial IPA,7.01
Downeast Cider House,Pinnacle Peak Pale Ale,7.27
Downeast Cider House,IPA,8.67
Swamp Head Brewery,BÃªte Blanche,4.93
Swamp Head Brewery,Curve Ball,8.29
Swamp Head Brewery,Porter,4.99
Swamp Head Brewery,Whistling Pig Hefeweizen,6.79
Swamp Head Brewery,Auld Acquaintance Spiced Ale,8.5
Swamp Head Brewery,Nightwatch Dark Ale,4.76
Swamp Head Brewery,Detonator Doppelbock,6.42
Swamp Head Brewery,Deep Powder Winter Ale,6.98
Swamp Head Brewery,Wild Salmon Pale Ale,5.53
Swamp Head Brewery,Grand Cru,7.64
Mavericks Beer Company,Hefe-Weizen,5.57
Mavericks Beer Company,Yo Ho Ho Christmas Ale 2001,5.06
Mavericks Beer Company,Leviathan 2004,7.5
Mavericks Beer Company,Lava Rock Porter,7.82
Mavericks Beer Company,India Pale Ale,9.44
Mavericks Beer Company,Lava Rock Porter,6.58
Mavericks Beer Company,Possession Porter,5.42
Mavericks Beer Company,Blacktop Porter,4.64
Mavericks Beer Company,Dry Hopped IPA,7.56
Mavericks Beer Company,Barnstormer Brown Ale,7.07
TailGate Beer,Firehouse Red,8.96
TailGate Beer,Pyramid Apricot Weizen,5.52
TailGate Beer,Warminster Special Bitter,7.51
TailGate Beer,India Pale Ale,9.26
TailGate Beer,Spitfire Best Bitter,8.53
TailGate Beer,IPA,8.64
TailGate Beer,Scotch brand Ale,7.58
TailGate Beer,Hoptoberfest,7.29
TailGate Beer,Old Woody 2005,6.91
TailGate Beer,India Pale Ale,8.57
Northwest Brewing Company,Scotch brand Ale,4.85
Northwest Brewing Company,Foster Child Australian Lager,7.3
Northwest Brewing Company,Snow Cap,5.06
Northwest Brewing Company,Free Bike Amber,8.68
Northwest Brewing Company,Pinnacle Peak Pale Ale,6.9
Northwest Brewing Company,Dutch Girl Lager,5.98
Northwest Brewing Company,E.S.B.,5.09
Northwest Brewing Company,Spring Bock,5.26
Northwest Brewing Company,Mongoose IPA,6.35
Northwest Brewing Company,Prime Time Pale Ale,6.01
Dad & Dude's Breweria,Golden,8.38
Dad & Dude's Breweria,Heat Seeker Hefe,5.28
Dad & Dude's Breweria,Best Bitter,8.06
Dad & Dude's Breweria,Navidad,5.41
Dad & Dude's Breweria,Spiced Ale,4.89
Dad & Dude's Breweria,Black Mulligan Dublin Stout,9.48
Dad & Dude's Breweria,AK-47 Malt Liquor,5.42
Dad & Dude's Breweria,Amber Ale,9.48
Dad & Dude's Breweria,Gale Force IPA,4.56
Dad & Dude's Breweria,Afterburner IPA,8.02
Centennial Beer Company,Weisse,7.02
Centennial Beer Company,Industrial IPA,5.49
Centennial Beer Company,Nut Brown,6.66
Centennial Beer Company,Extra Special Bitter,7.93
Centennial Beer Company,Fauntleroy Stout,6.65
Centennial Beer Company,Leviathan 2004,4.71
Centennial Beer Company,Black Mulligan Dublin Stout,4.73
Centennial Beer Company,Lava Rock Porter,7.36
Centennial Beer Company,Terminator Stout,9.43
Centennial Beer Company,El Jefe Weizen Ale,5.41
Denali Brewing Company,Troll Porter,9.16
Denali Brewing Company,First Flight Amber Ale,5.8
Denali Brewing Company,India Pale Ale,6.61
Denali Brewing Company,Organic Amber Ale,7.04
Denali Brewing Company,Nebraska Bitter,8.82
Denali Brewing Company,Alki Ale,9.39
Denali Brewing Company,Extra Special Bitter,8.73
Denali Brewing Company,Skibbereen Stout,8.22
Denali Brewing Company,Puget Porter,4.9
Denali Brewing Company,Grand Cru,7.98
Deschutes Brewery,No Doubt Stout,7.14
Deschutes Brewery,Heat Seeker Hefe,5.55
Deschutes Brewery,Oak Stout,6.65
Deschutes Brewery,WinterFish Ale,8.46
Deschutes Brewery,Navidad,4.81
Deschutes Brewery,Baron Oktoberfest,4.8
Deschutes Brewery,Thornton Creel Ale,9.35
Deschutes Brewery,BiFrÃ¶st Winter Ale,8.23
Deschutes Brewery,Wild Salmon Pale Ale,7.22
Deschutes Brewery,Snow Cap,8.77
Sunken City Brewing Company,First Flight Amber Ale,8.84
Sunken City Brewing Company,Warminster Special Bitter,7.37
Sunken City Brewing Company,Salmon Bay E.S.B.,8.64
Sunken City Brewing Company,IPA,9.23
Sunken City Brewing Company,Thornton Creel Ale,4.86
Sunken City Brewing Company,Dry Hopped IPA,9.02
Sunken City Brewing Company,5 |000 Year Ale,9.24
Sunken City Brewing Company,Yellowjacket Pale Ale,6.96
Sunken City Brewing Company,Dutch Girl Lager,6.94
Sunken City Brewing Company,Pale Ale,7.75
Lucette Brewing Company,Curve Ball,8.74
Lucette Brewing Company,Golden,5.09
Lucette Brewing Company,Wild Salmon Pale Ale,9.16
Lucette Brewing Company,Deep Powder Winter Ale,6.03
Lucette Brewing Company,Steelie Brown Ale,8.31
Lucette Brewing Company,Baron Helles Bock,5.16
Lucette Brewing Company,Imperial Pale,8.29
Lucette Brewing Company,Amber Ale,5.74
Lucette Brewing Company,Ambrosia Maibock,8.62
Lucette Brewing Company,Old Rip Oatmeal Stout,8.69
The Black Tooth Brewing Company,Mt. Takhoma Blonde Ale,8.57
The Black Tooth Brewing Company,Flagship Red Alt Ale,9.21
The Black Tooth Brewing Company,India Pale Ale,6.56
The Black Tooth Brewing Company,Pyramid Hefe Weizen,6.14
The Black Tooth Brewing Company,Redhook Long Hammer IPA,5.5
The Black Tooth Brewing Company,Navidad,5.13
The Black Tooth Brewing Company,LaConner Pilsener,8.47
The Black Tooth Brewing Company,Skagit Brown Ale,4.57
The Black Tooth Brewing Company,Roza Reserve,9.13
The Black Tooth Brewing Company,Rye,7.22
Kenai River Brewing Company,Organic India Pale Ale,6.5
Kenai River Brewing Company,Flagship Red Alt Ale,7.58
Kenai River Brewing Company,Dutch Girl Lager,8.64
Kenai River Brewing Company,India Pale Ale,7.75
Kenai River Brewing Company,XXXXX Stout,4.82
Kenai River Brewing Company,Dutch Girl Lager,5.5
Kenai River Brewing Company,Admiral ESB,6.01
Kenai River Brewing Company,Ambrosia Maibock,5.73
Kenai River Brewing Company,Alembic Pale,4.94
Kenai River Brewing Company,Imperial Stout,8.08
River North Brewery,E.S.B.,6.75
River North Brewery,Puget Brown Porter,6.95
River North Brewery,Red Menace Big Amber,9.27
River North Brewery,Dutch Girl Lager,4.61
River North Brewery,Deep Powder Winter Ale,4.55
River North Brewery,Atlas Amber Ale,5.66
River North Brewery,Salmon Bay E.S.B.,7.96
River North Brewery,Amber Ale,5.32
River North Brewery,Terminator Stout,7.67
River North Brewery,Jolly Roger,7.55
Fremont Brewing Company,Baron Schwarzbier,9.08
Fremont Brewing Company,India Pale Ale,7.05
Fremont Brewing Company,Extra Special Bitter,9.1
Fremont Brewing Company,Snow Melt Nitrogen Pale,4.56
Fremont Brewing Company,Yo Ho Ho Christmas Ale 2001,8.34
Fremont Brewing Company,Barley Wine Ale,5.46
Fremont Brewing Company,10 Squared (10Â²),8.03
Fremont Brewing Company,Puget Porter,7.4
Fremont Brewing Company,Pale Ale,8.43
Fremont Brewing Company,Saison,5.76
Armstrong Brewing Company,Thunder Head IPA,5.29
Armstrong Brewing Company,Pyramid Hefe Weizen,7.65
Armstrong Brewing Company,Hoptoberfest,5.74
Armstrong Brewing Company,El Jefe Weizen Ale,5.81
Armstrong Brewing Company,BiFrÃ¶st Winter Ale,8.88
Armstrong Brewing Company,Winterhook Robust Winter Ale 1993,8.55
Armstrong Brewing Company,E.S.B.,5.18
Armstrong Brewing Company,Hart Espresso Stout,8.81
Armstrong Brewing Company,Trombipulator,8.31
Armstrong Brewing Company,Steelie Brown Ale,8.89
AC Golden Brewing Company,Faux Paddy Irish Ale,6.4
AC Golden Brewing Company,Weissbier,9.41
AC Golden Brewing Company,Bourbon Barrel Stout,8.47
AC Golden Brewing Company,IPA,7.95
AC Golden Brewing Company,Mongoose IPA,5.66
AC Golden Brewing Company,Old Rip Oatmeal Stout,6.62
AC Golden Brewing Company,Whistling Pig Hefeweizen,8.05
AC Golden Brewing Company,Blacktop Porter,7.26
AC Golden Brewing Company,Prime Time Pale Ale,7.96
AC Golden Brewing Company,Thornton Creel Ale,8.34
Big Bend Brewing Company,Red Card Lager,8.17
Big Bend Brewing Company,Mudshark Porter,8.05
Big Bend Brewing Company,Irish Stout,5.56
Big Bend Brewing Company,Luna Weizen,9.12
Big Bend Brewing Company,Slam Dunkelweizen,7.78
Big Bend Brewing Company,Auld Acquaintance Spiced Ale,8.34
Big Bend Brewing Company,Roza Reserve,4.68
Big Bend Brewing Company,Foster Child Australian Lager,6.89
Big Bend Brewing Company,Driftwood Ale,6.06
Big Bend Brewing Company,Free Bike Amber,6.27
Good Life Brewing Company,Kirkland Ale,6.6
Good Life Brewing Company,Belgian White,8.15
Good Life Brewing Company,Blonde Ale,6.52
Good Life Brewing Company,Hoptoberfest,6.7
Good Life Brewing Company,Pyramid Hefe Weizen,7.95
Good Life Brewing Company,Puget Porter,5.28
Good Life Brewing Company,SunRye,8.61
Good Life Brewing Company,Doppel Bock,6.99
Good Life Brewing Company,ESB,7.24
Good Life Brewing Company,Pale Ale,5.97
Engine 15 Brewing,Belgian White,6.03
Engine 15 Brewing,Nut Brown Ale,8.54
Engine 15 Brewing,Amber Ale,6.11
Engine 15 Brewing,Sun Fest,4.84
Engine 15 Brewing,Irish Stout,8.52
Engine 15 Brewing,Perseus Porter,7.27
Engine 15 Brewing,Drawbridge Blonde,6.93
Engine 15 Brewing,Weissbier,7.7
Engine 15 Brewing,Amber Ale,6.51
Engine 15 Brewing,Vashon Old Stock Ale,4.87
Green Room Brewing,Firkin IPA,6.58
Green Room Brewing,Elysian Fields Pale Ale,9.41
Green Room Brewing,Bourbon Barrel Stout,5.05
Green Room Brewing,Steamer Glide Stout,4.56
Green Room Brewing,Wild Salmon Pale Ale,8.73
Green Room Brewing,Sun Fest,5.87
Green Room Brewing,Barleywine,8.06
Green Room Brewing,Bock,7.26
Green Room Brewing,E.S.B.,9.06
Green Room Brewing,WinterFish Ale,7.1
Brindle Dog Brewing Company,Organic India Pale Ale,6.29
Brindle Dog Brewing Company,I.M. Pale,5.67
Brindle Dog Brewing Company,Afterburner IPA,8.15
Brindle Dog Brewing Company,Hefeweizen,9.36
Brindle Dog Brewing Company,Whoville Weizenbock,8.42
Brindle Dog Brewing Company,Navidad,4.74
Brindle Dog Brewing Company,Moss Bay Extra,6.01
Brindle Dog Brewing Company,India Pale Ale,7.14
Brindle Dog Brewing Company,Thunder Head IPA,8.78
Brindle Dog Brewing Company,Red Menace Big Amber,6.24
Peace Tree Brewing Company,WinterFish Ale,5.8
Peace Tree Brewing Company,Atlas Amber Ale,6.61
Peace Tree Brewing Company,Steelie Brown Ale,7.2
Peace Tree Brewing Company,Belgian White,6.63
Peace Tree Brewing Company,India Pale Ale,7.73
Peace Tree Brewing Company,Sun Fest,7.32
Peace Tree Brewing Company,Wee Heavy Winter Ale,6.28
Peace Tree Brewing Company,Hammerhead Ale,6.05
Peace Tree Brewing Company,Hefeweizen,8.63
Peace Tree Brewing Company,ESB,8.08
Terrapin Brewing Company,AK-47 Malt Liquor,8.68
Terrapin Brewing Company,Snow Cap,6.89
Terrapin Brewing Company,Hammerhead Ale,5.59
Terrapin Brewing Company,BÃªte Blanche,7.97
Terrapin Brewing Company,Double Diamond Winter,5.6
Terrapin Brewing Company,Imperial I.P.A.,8.12
Terrapin Brewing Company,Snow Cap,8.85
Terrapin Brewing Company,N.W. Pale Ale,5.75
Terrapin Brewing Company,Bhagwan's Best IPA,4.92
Terrapin Brewing Company,Weisse,6.39
Pete's Brewing Company,Pinnacle Peak Pale Ale,7.2
Pete's Brewing Company,Possession Porter,7.23
Pete's Brewing Company,Bottleworks IPA,8.8
Pete's Brewing Company,Extra Special Bitter,8.12
Pete's Brewing Company,Doppel Bock,6.89
Pete's Brewing Company,Oktoberfest,7.58
Pete's Brewing Company,Nut Brown,6.13
Pete's Brewing Company,Redhook Long Hammer IPA,6.52
Pete's Brewing Company,India Pale Ale,8.45
Pete's Brewing Company,Grand Cru,7.62
Okoboji Brewing Company,Faux Paddy Irish Ale,6.03
Okoboji Brewing Company,Apricot Weizen Ale,6.87
Okoboji Brewing Company,Golden,6.87
Okoboji Brewing Company,BÃªte Blanche,6.47
Okoboji Brewing Company,The Wise ESB,6.57
Okoboji Brewing Company,Barleywine,7.46
Okoboji Brewing Company,Nightwatch Dark Ale,8.9
Okoboji Brewing Company,Heat Seeker Hefe,5.72
Okoboji Brewing Company,N.W. Pale Ale,6.07
Okoboji Brewing Company,Nut Brown,8.18
Crystal Springs Brewing Company,Point Defiance IPA,9.22
Crystal Springs Brewing Company,Wee Heavy Winter Ale,4.75
Crystal Springs Brewing Company,Baron Schwarzbier,7.17
Crystal Springs Brewing Company,Double Diamond Winter,7.5
Crystal Springs Brewing Company,Catalina Common Lager,6.31
Crystal Springs Brewing Company,Admiral ESB,8.18
Crystal Springs Brewing Company,Skagit Brown Ale,9.2
Crystal Springs Brewing Company,IPA,9.03
Crystal Springs Brewing Company,Black Mulligan Dublin Stout,7.64
Crystal Springs Brewing Company,Alembic Pale,8.22
Engine House 9,Imperial Stout,6.78
Engine House 9,Cream Stout,8.41
Engine House 9,India Pale Ale,8.92
Engine House 9,Pale Ale,5.24
Engine House 9,Castaway Barley Wine Winter Ale,9.33
Engine House 9,IPA,5.06
Engine House 9,Mongoose IPA,8.55
Engine House 9,Luna Weizen,5.55
Engine House 9,Silk Lady,4.8
Engine House 9,Kirkland Ale,5.73
Tonka Beer Company,Barley Wine Ale,5.79
Tonka Beer Company,Pyramid Hefe Weizen,5.67
Tonka Beer Company,Rat City IPA,7.74
Tonka Beer Company,Amber Ale,5.78
Tonka Beer Company,Belgian White,9.33
Tonka Beer Company,Redhook Long Hammer IPA,7.16
Tonka Beer Company,Kirkland Ale,5.81
Tonka Beer Company,Skagit Brown Ale,7.7
Tonka Beer Company,Salmon Bay E.S.B.,8.87
Tonka Beer Company,Golden Ale,4.71
Red Hare Brewing Company,Danger Ale,6.43
Red Hare Brewing Company,Pale Ale,8.2
Red Hare Brewing Company,Fauntleroy Stout,9.23
Red Hare Brewing Company,Dutch Girl Lager,5.24
Red Hare Brewing Company,Oatmeal Stout,7.59
Red Hare Brewing Company,Flagship Red Alt Ale,5.8
Red Hare Brewing Company,Kilt Lifter Scotch Ale,7.18
Red Hare Brewing Company,Mudshark Porter,6.83
Red Hare Brewing Company,Black Hook Porter,7.04
Red Hare Brewing Company,Auld Acquaintance Spiced Ale,6.35
Hangar 24 Craft Brewery,Apricot Weizen Ale,5.97
Hangar 24 Craft Brewery,Firehouse Red,4.58
Hangar 24 Craft Brewery,Organic India Pale Ale,5.09
Hangar 24 Craft Brewery,Snow Cap,7.05
Hangar 24 Craft Brewery,Luna Weizen,7.2
Hangar 24 Craft Brewery,Baron Helles Bock,5.82
Hangar 24 Craft Brewery,Brown's Point ESB,7.72
Hangar 24 Craft Brewery,Jolly Roger,6.58
Hangar 24 Craft Brewery,Bourbon Barrel Stout,8.75
Hangar 24 Craft Brewery,Pilsner,7.36
Big Elm Brewing,Frosty Frog,5.79
Big Elm Brewing,Leviathan 2004,8.79
Big Elm Brewing,Golden Ale,5.9
Big Elm Brewing,Prime Time Pale Ale,9.11
Big Elm Brewing,I.M. Pale,4.51
Big Elm Brewing,Snow Melt Nitrogen Pale,4.94
Big Elm Brewing,Oatmeal Stout,6.07
Big Elm Brewing,Highwater Porter,5.88
Big Elm Brewing,Snow Melt Nitrogen Pale,7.95
Big Elm Brewing,Castaway Barley Wine Winter Ale,8.47
Good People Brewing Company,Puget Porter,7.01
Good People Brewing Company,Firkin IPA,5.41
Good People Brewing Company,India Pale Ale,7.9
Good People Brewing Company,Porter,6.47
Good People Brewing Company,Lighthouse Ale,6.23
Good People Brewing Company,LaConner Pilsener,6.95
Good People Brewing Company,Yo Ho Ho Christmas Ale 2001,6.81
Good People Brewing Company,Point Defiance IPA,4.8
Good People Brewing Company,Thunder Head IPA,7.15
Good People Brewing Company,Nightwatch Dark Ale,7.68
Heavy Seas Beer,Irish Style Ale,6.77
Heavy Seas Beer,Homeport Blonde,7.82
Heavy Seas Beer,Alembic Pale,7.26
Heavy Seas Beer,Admiral ESB,8.54
Heavy Seas Beer,Winterhook Robust Winter Ale 2000,9.1
Heavy Seas Beer,Snow Cap,7.62
Heavy Seas Beer,Warminster Special Bitter,8.37
Heavy Seas Beer,Old Rip Oatmeal Stout,5.2
Heavy Seas Beer,Puget Porter,5.37
Heavy Seas Beer,Curve Ball,6.61
Telluride Brewing Company,Curve Ball,5.96
Telluride Brewing Company,Brown's Point ESB,5.6
Telluride Brewing Company,IPA,9.04
Telluride Brewing Company,Possession Porter,7.79
Telluride Brewing Company,Terminator Stout,6.81
Telluride Brewing Company,Moss Bay Extra,5.12
Telluride Brewing Company,Sun Fest,8.39
Telluride Brewing Company,Irish Style Ale,8.32
Telluride Brewing Company,Golden Ale,4.88
Telluride Brewing Company,Scarlet Fire IPA,5.81
7 Seas Brewing Company,Amber Ale,8.42
7 Seas Brewing Company,Hefeweizen,8.04
7 Seas Brewing Company,Light,8.76
7 Seas Brewing Company,Redhook Long Hammer IPA,8.78
7 Seas Brewing Company,Imperial Stout,7.41
7 Seas Brewing Company,Drawbridge Blonde,5.9
7 Seas Brewing Company,Maibock,6.64
7 Seas Brewing Company,Fauntleroy Stout,4.92
7 Seas Brewing Company,Nut Brown Ale,5.53
7 Seas Brewing Company,Curve Ball,6.36
Confluence Brewing Company,Afterburner IPA,8.42
Confluence Brewing Company,Pyramid Apricot Weizen,6.18
Confluence Brewing Company,WinterFish Ale,5.58
Confluence Brewing Company,Porter,6.33
Confluence Brewing Company,Deep Powder Winter Ale,6.32
Confluence Brewing Company,Amber Weizen,5.52
Confluence Brewing Company,Clipper Gold Hefeweizen,7.81
Confluence Brewing Company,Islander Pale Ale,4.78
Confluence Brewing Company,Yo Ho Ho Christmas Ale 2001,6.72
Confluence Brewing Company,Oktoberfest,4.56
Bale Breaker Brewing Company,Portage Bay Pilsener,7.23
Bale Breaker Brewing Company,Lava Rock Porter,8.87
Bale Breaker Brewing Company,Baron Helles Bock,7.55
Bale Breaker Brewing Company,Whistling Pig Hefeweizen,7.05
Bale Breaker Brewing Company,Barleywine,8.19
Bale Breaker Brewing Company,Skagit Brown Ale,9.03
Bale Breaker Brewing Company,Terminator Stout,4.79
Bale Breaker Brewing Company,Nightwatch Dark Ale,6.18
Bale Breaker Brewing Company,Humbles Blond Ale,5.2
Bale Breaker Brewing Company,Possession Porter,7.07
The Manhattan Brewing Company,Puget Brown Porter,6.39
The Manhattan Brewing Company,Light,8.7
The Manhattan Brewing Company,E.S.B.,8.9
The Manhattan Brewing Company,Loki,6.12
The Manhattan Brewing Company,Puget Brown Porter,8.35
The Manhattan Brewing Company,Flagship Red Alt Ale,5.29
The Manhattan Brewing Company,Humbles Blond Ale,7.42
The Manhattan Brewing Company,Free Bike Amber,8.37
The Manhattan Brewing Company,Sequoia Red,6.61
The Manhattan Brewing Company,Ambrosia Maibock,9.29
MacTarnahans Brewing Company,Thornton Creel Ale,7.48
MacTarnahans Brewing Company,Kirkland Ale,6.07
MacTarnahans Brewing Company,Mongoose IPA,6
MacTarnahans Brewing Company,Dry Hopped IPA,5.81
MacTarnahans Brewing Company,Baron Pilsner,8.4
MacTarnahans Brewing Company,IPA,8.64
MacTarnahans Brewing Company,Brown's Point ESB,8.24
MacTarnahans Brewing Company,Bourbon Barrel Stout,4.84
MacTarnahans Brewing Company,Detonator Doppelbock,7.27
MacTarnahans Brewing Company,Rat City IPA,6.1
Stillmank Beer Company,ESB,6
Stillmank Beer Company,Drawbridge Blonde,7.43
Stillmank Beer Company,IPA,8.59
Stillmank Beer Company,Troll Porter,9.14
Stillmank Beer Company,Extra Special Bitter,9.02
Stillmank Beer Company,Barley Wine Ale,6.01
Stillmank Beer Company,10 Squared (10Â²),8.18
Stillmank Beer Company,Amber Ale,5.92
Stillmank Beer Company,Lighthouse Ale,7.32
Stillmank Beer Company,Thunder Head IPA,7.58
Redhook Brewery,Red Card Lager,6.81
Redhook Brewery,Flagship Red Alt Ale,5.88
Redhook Brewery,Snow Melt Nitrogen Pale,9.18
Redhook Brewery,Faux Paddy Irish Ale,5.6
Redhook Brewery,Two Frog Dubbel,6.7
Redhook Brewery,Double Black Stout,5.35
Redhook Brewery,Nightwatch Dark Ale,7.41
Redhook Brewery,ESB,7.16
Redhook Brewery,India Pale Ale,7.12
Redhook Brewery,Black Hook Porter,8.56
Dock Street Brewery,Kirkland Ale,9.4
Dock Street Brewery,Vashon Old Stock Ale,5.18
Dock Street Brewery,Kilt Lifter Scotch Ale,9.24
Dock Street Brewery,India Pale Ale,4.7
Dock Street Brewery,Two Frog Dubbel,7.22
Dock Street Brewery,Nut Brown Ale,8.88
Dock Street Brewery,Dry Hopped IPA,8.02
Dock Street Brewery,Spitfire Best Bitter,5.01
Dock Street Brewery,Vashon Old Stock Ale,8.48
Dock Street Brewery,Silk Lady,6.25
Blue Point Brewing Company,Hefe-Weizen,4.77
Blue Point Brewing Company,Roza Reserve,8.76
Blue Point Brewing Company,Slam Dunkelweizen,7.87
Blue Point Brewing Company,Weissbier,8.57
Blue Point Brewing Company,Spiced Ale,9.17
Blue Point Brewing Company,Navidad,6.27
Blue Point Brewing Company,Scotch brand Ale,8.41
Blue Point Brewing Company,Brown Ale,6.4
Blue Point Brewing Company,Hoptoberfest,9.48
Blue Point Brewing Company,Winterhook Robust Winter Ale 2000,5.58
Tampa Bay Brewing Company,Farm Frog,7.14
Tampa Bay Brewing Company,Weisse,6.78
Tampa Bay Brewing Company,Frosty Frog,8.18
Tampa Bay Brewing Company,Farm Frog,5.05
Tampa Bay Brewing Company,Ambrosia Maibock,7.94
Tampa Bay Brewing Company,Scarlet Fire IPA,5.81
Tampa Bay Brewing Company,Faux Paddy Irish Ale,4.5
Tampa Bay Brewing Company,Firkin IPA,7.06
Tampa Bay Brewing Company,Oktoberfest,8.46
Tampa Bay Brewing Company,Imperial Stout,6.72
Devil's Canyon Brewery,Redhook Long Hammer IPA,8.41
Devil's Canyon Brewery,Nut Brown Ale,4.71
Devil's Canyon Brewery,Weissbier,5.25
Devil's Canyon Brewery,First Flight Amber Ale,9.29
Devil's Canyon Brewery,Pyramid Thunderhead IPA,5
Devil's Canyon Brewery,Amber Ale,6.97
Devil's Canyon Brewery,Avatar Jasmine IPA,6.18
Devil's Canyon Brewery,Admiral ESB,8.78
Devil's Canyon Brewery,Auld Acquaintance Spiced Ale,6.51
Devil's Canyon Brewery,Jolly Roger,7.8
Stone Coast Brewing Company,India Pale Ale,7.32
Stone Coast Brewing Company,Spitfire Best Bitter,8.13
Stone Coast Brewing Company,IPA,6.51
Stone Coast Brewing Company,Alki Ale,8.66
Stone Coast Brewing Company,Black Hook Porter,5.71
Stone Coast Brewing Company,Detonator Doppelbock,8.55
Stone Coast Brewing Company,Del Rio Lager,9.32
Stone Coast Brewing Company,Imperial Pale,5.78
Stone Coast Brewing Company,Flagship Red Alt Ale,5.27
Stone Coast Brewing Company,Hart Espresso Stout,7.47
Broken Tooth Brewing Company,Monkfish Tripel,4.75
Broken Tooth Brewing Company,Wild Banshee Barleywine,5.04
Broken Tooth Brewing Company,Oatmeal Stout,9.18
Broken Tooth Brewing Company,Fauntleroy Stout,6.5
Broken Tooth Brewing Company,Baron Oktoberfest,6.68
Broken Tooth Brewing Company,India Pale Ale,7.55
Broken Tooth Brewing Company,Weisse,6.1
